f, gain
4.82535e+07,-45.1449
4.83159e+07,-44.8154
4.83782e+07,-44.903
4.84406e+07,-44.9968
4.8503e+07,-45.4098
4.85654e+07,-44.7794
4.86278e+07,-45.0703
4.86901e+07,-45.2248
4.87525e+07,-45.0175
4.88149e+07,-44.7843
4.88772e+07,-45.5479
4.89396e+07,-44.9078
4.9002e+07,-44.9702
4.90644e+07,-44.5173
4.91268e+07,-45.4093
4.91891e+07,-45.1069
4.92515e+07,-45.3435
4.93139e+07,-45.1121
4.93762e+07,-45.3107
4.94386e+07,-44.7787
4.9501e+07,-45.398
4.95634e+07,-44.9959
4.96258e+07,-45.7449
4.96881e+07,-45.3159
4.97505e+07,-45.8251
4.98129e+07,-45.0746
4.98752e+07,-46.202
4.99376e+07,-45.0534
5e+07,-46.1061
