Hz,Rfb reduced 1.2k,Rfb reduced 1.2k bis,all grounded,braid grounded 1 side,braid grounded 1 side bis,braid grounded 1 side ter,braid grounded 1 side ext. Power supply,Rfb back to 3k
42700,4.15E-07,4.86E-07,1.45E-07,8.34E-08,1.32E-07,6.80E-08,4.53E-07,7.72E-08
42718.75,5.69E-07,4.04E-07,1.00E-07,1.15E-07,1.11E-07,1.06E-07,4.38E-07,1.42E-07
42762.5,5.97E-07,3.46E-07,1.76E-07,1.07E-07,1.14E-07,9.57E-08,5.80E-07,1.05E-07
42775,6.42E-07,3.76E-07,1.21E-07,8.87E-08,1.30E-07,8.93E-08,6.82E-07,1.44E-07
42806.25,6.11E-07,6.69E-07,1.03E-07,9.91E-08,1.05E-07,1.32E-07,6.16E-07,9.60E-08
42850,4.71E-07,4.07E-07,1.66E-07,1.25E-07,7.73E-08,8.60E-08,6.09E-07,1.29E-07
42850,3.28E-07,4.85E-07,1.15E-07,7.94E-08,1.28E-07,1.34E-07,5.54E-07,1.55E-07
42893.75,5.47E-07,5.27E-07,1.01E-07,9.61E-08,9.75E-08,1.42E-07,7.54E-07,1.14E-07
42925,6.61E-07,3.10E-07,1.22E-07,5.94E-08,1.36E-07,1.46E-07,8.16E-07,1.33E-07
42937.5,5.18E-07,6.72E-07,1.55E-07,9.04E-08,9.46E-08,1.29E-07,7.11E-07,1.09E-07
42981.25,4.44E-07,4.04E-07,1.43E-07,7.39E-08,1.26E-07,1.29E-07,5.82E-07,1.44E-07
43000,5.79E-07,6.04E-07,1.33E-07,1.22E-07,8.77E-08,7.88E-08,7.71E-07,9.02E-08
43025,3.27E-07,3.82E-07,1.14E-07,8.47E-08,6.69E-08,1.14E-07,3.98E-07,1.23E-07
43068.75,5.17E-07,5.06E-07,7.61E-08,1.01E-07,1.05E-07,8.57E-08,9.99E-07,6.70E-08
43075,3.89E-07,4.17E-07,1.57E-07,6.61E-08,1.62E-07,9.39E-08,7.88E-07,1.41E-07
43112.5,5.54E-07,4.27E-07,1.07E-07,1.40E-07,1.34E-07,1.36E-07,1.01E-06,1.29E-07
43150,5.31E-07,3.83E-07,1.23E-07,1.18E-07,9.94E-08,1.41E-07,9.85E-07,8.97E-08
43156.25,4.66E-07,5.23E-07,6.61E-08,8.99E-08,1.02E-07,1.28E-07,6.73E-07,1.17E-07
43200,6.19E-07,4.80E-07,1.21E-07,9.62E-08,8.50E-08,1.86E-07,4.38E-07,8.07E-08
43225,3.85E-07,2.73E-07,1.49E-07,1.05E-07,1.27E-07,7.43E-08,8.15E-07,1.76E-07
43243.75,7.07E-07,2.55E-07,1.61E-07,7.20E-08,1.38E-07,1.01E-07,5.87E-07,1.09E-07
43287.5,6.02E-07,7.32E-07,1.51E-07,1.20E-07,1.15E-07,7.54E-08,7.34E-07,1.06E-07
43300,3.88E-07,3.42E-07,1.35E-07,1.39E-07,1.04E-07,9.32E-08,7.36E-07,9.64E-08
43331.25,3.39E-07,4.78E-07,1.42E-07,1.14E-07,1.56E-07,8.07E-08,8.47E-07,1.24E-07
43375,4.06E-07,3.61E-07,1.38E-07,8.88E-08,6.43E-08,7.83E-08,6.16E-07,1.13E-07
43375,3.92E-07,4.71E-07,1.24E-07,1.12E-07,8.56E-08,1.01E-07,7.85E-07,1.31E-07
43418.75,5.35E-07,6.85E-07,1.61E-07,7.33E-08,1.64E-07,1.10E-07,7.25E-07,9.53E-08
43450,4.06E-07,5.00E-07,1.01E-07,9.64E-08,7.63E-08,5.75E-08,6.10E-07,1.39E-07
43462.5,5.48E-07,5.55E-07,1.43E-07,1.42E-07,1.19E-07,1.11E-07,5.08E-07,1.61E-07
43506.25,5.32E-07,4.45E-07,1.19E-07,5.67E-08,8.87E-08,1.12E-07,5.06E-07,8.71E-08
43525,5.01E-07,4.75E-07,1.20E-07,6.49E-08,1.44E-07,9.09E-08,5.72E-07,1.39E-07
43550,5.37E-07,5.11E-07,1.80E-07,1.04E-07,9.00E-08,1.11E-07,5.98E-07,1.03E-07
43593.75,4.11E-07,5.44E-07,1.09E-07,1.39E-07,1.45E-07,9.05E-08,5.94E-07,8.70E-08
43600,3.97E-07,5.24E-07,9.29E-08,1.06E-07,7.35E-08,1.18E-07,5.84E-07,1.26E-07
43637.5,3.86E-07,3.91E-07,1.68E-07,9.10E-08,1.13E-07,8.28E-08,7.86E-07,1.28E-07
43675,3.76E-07,4.03E-07,2.27E-07,9.44E-08,7.57E-08,1.47E-07,6.35E-07,8.45E-08
43681.25,5.01E-07,3.86E-07,1.45E-07,9.74E-08,1.38E-07,1.03E-07,7.27E-07,1.02E-07
43725,6.26E-07,5.14E-07,7.41E-08,1.01E-07,6.07E-08,6.68E-08,8.27E-07,1.50E-07
43750,3.89E-07,4.95E-07,8.67E-08,8.46E-08,1.08E-07,1.19E-07,7.15E-07,1.24E-07
43768.75,4.90E-07,3.99E-07,1.41E-07,1.26E-07,1.14E-07,8.45E-08,3.35E-07,7.20E-08
43812.5,4.38E-07,5.37E-07,2.05E-07,1.23E-07,9.20E-08,9.60E-08,5.78E-07,1.61E-07
43825,3.63E-07,5.92E-07,1.21E-07,8.74E-08,8.87E-08,1.13E-07,5.25E-07,8.90E-08
43856.25,4.45E-07,3.76E-07,1.16E-07,9.26E-08,9.82E-08,8.70E-08,3.74E-07,1.70E-07
43900,3.33E-07,3.57E-07,5.91E-08,1.33E-07,8.58E-08,1.04E-07,5.31E-07,7.98E-08
43900,6.17E-07,6.17E-07,1.22E-07,1.01E-07,1.34E-07,7.60E-08,6.14E-07,1.38E-07
43943.75,4.49E-07,4.47E-07,1.23E-07,1.07E-07,1.20E-07,9.83E-08,3.56E-07,1.41E-07
43975,5.98E-07,4.57E-07,7.21E-08,1.12E-07,1.43E-07,9.55E-08,5.06E-07,1.29E-07
43987.5,4.79E-07,4.90E-07,1.03E-07,5.45E-08,9.58E-08,8.23E-08,6.91E-07,7.08E-08
44031.25,2.66E-07,5.22E-07,1.06E-07,1.27E-07,1.10E-07,1.05E-07,2.58E-07,1.13E-07
44050,4.62E-07,5.37E-07,1.58E-07,4.85E-08,1.03E-07,9.97E-08,3.95E-07,1.00E-07
44075,6.18E-07,3.91E-07,1.60E-07,1.36E-07,9.44E-08,5.80E-08,5.82E-07,1.12E-07
44118.75,6.90E-07,5.82E-07,1.02E-07,1.20E-07,1.32E-07,1.23E-07,6.11E-07,1.36E-07
44125,3.40E-07,4.60E-07,1.17E-07,8.38E-08,1.04E-07,9.30E-08,5.73E-07,1.52E-07
44162.5,5.79E-07,5.82E-07,1.04E-07,8.93E-08,9.45E-08,8.47E-08,4.87E-07,7.13E-08
44200,6.33E-07,5.67E-07,1.90E-07,7.29E-08,1.17E-07,1.01E-07,5.82E-07,1.44E-07
44206.25,4.79E-07,4.83E-07,1.22E-07,7.43E-08,9.36E-08,7.83E-08,3.46E-07,1.47E-07
44250,5.41E-07,4.76E-07,1.14E-07,8.34E-08,1.18E-07,1.39E-07,5.92E-07,1.21E-07
44275,4.72E-07,5.79E-07,9.93E-08,1.28E-07,1.01E-07,8.61E-08,4.81E-07,1.35E-07
44293.75,5.65E-07,5.61E-07,1.66E-07,1.39E-07,9.13E-08,6.87E-08,4.63E-07,1.33E-07
44337.5,3.68E-07,4.89E-07,9.95E-08,9.49E-08,8.03E-08,1.14E-07,4.07E-07,5.94E-08
44350,4.36E-07,4.89E-07,1.12E-07,1.37E-07,6.53E-08,1.09E-07,6.61E-07,1.06E-07
44381.25,5.82E-07,4.34E-07,1.41E-07,1.21E-07,1.03E-07,1.16E-07,4.99E-07,9.15E-08
44425,6.43E-07,4.54E-07,1.29E-07,8.06E-08,1.76E-07,7.76E-08,5.59E-07,1.37E-07
44425,5.15E-07,2.45E-07,1.68E-07,7.07E-08,8.94E-08,1.48E-07,5.42E-07,9.51E-08
44468.75,5.10E-07,6.19E-07,1.42E-07,1.01E-07,1.11E-07,9.13E-08,2.42E-07,8.62E-08
44500,4.74E-07,6.20E-07,6.82E-08,1.40E-07,1.08E-07,1.32E-07,4.03E-07,7.72E-08
44512.5,5.05E-07,4.62E-07,1.48E-07,6.86E-08,9.51E-08,9.60E-08,3.63E-07,8.41E-08
44556.25,6.31E-07,5.30E-07,1.01E-07,1.37E-07,5.02E-08,1.32E-07,5.68E-07,1.33E-07
44575,2.23E-07,6.45E-07,9.17E-08,1.33E-07,1.40E-07,9.94E-08,4.10E-07,1.01E-07
44600,4.25E-07,2.93E-07,1.22E-07,1.03E-07,8.22E-08,1.06E-07,6.11E-07,5.91E-08
44643.75,3.06E-07,5.49E-07,1.51E-07,8.82E-08,4.83E-08,9.06E-08,4.07E-07,1.59E-07
44650,6.64E-07,3.92E-07,1.36E-07,1.18E-07,9.71E-08,8.33E-08,4.32E-07,9.43E-08
44687.5,4.43E-07,4.50E-07,1.58E-07,1.01E-07,1.09E-07,1.05E-07,4.26E-07,1.21E-07
44725,2.12E-07,6.21E-07,1.37E-07,7.68E-08,1.12E-07,1.40E-07,3.85E-07,6.40E-08
44731.25,4.84E-07,4.43E-07,1.28E-07,9.42E-08,8.57E-08,1.41E-07,4.20E-07,6.96E-08
44775,4.51E-07,7.97E-07,1.47E-07,1.32E-07,1.13E-07,1.16E-07,3.05E-07,8.98E-08
44800,5.10E-07,4.49E-07,1.04E-07,6.52E-08,1.38E-07,1.20E-07,3.93E-07,1.74E-07
44818.75,4.25E-07,6.11E-07,1.70E-07,1.09E-07,7.96E-08,1.20E-07,4.80E-07,6.36E-08
44862.5,5.33E-07,4.53E-07,1.23E-07,1.13E-07,7.69E-08,8.58E-08,4.44E-07,1.01E-07
44875,4.49E-07,4.46E-07,9.60E-08,1.04E-07,1.12E-07,1.48E-07,4.10E-07,1.02E-07
44906.25,4.82E-07,3.74E-07,1.43E-07,6.36E-08,1.10E-07,1.03E-07,3.25E-07,8.50E-08
44950,3.80E-07,4.71E-07,1.25E-07,8.64E-08,1.46E-07,1.10E-07,5.46E-07,1.24E-07
44950,4.12E-07,7.80E-07,1.54E-07,1.37E-07,1.12E-07,8.37E-08,4.77E-07,1.20E-07
44993.75,5.06E-07,5.34E-07,1.73E-07,1.42E-07,9.95E-08,1.20E-07,4.63E-07,1.37E-07
45025,5.42E-07,4.17E-07,1.22E-07,1.06E-07,1.19E-07,8.54E-08,4.02E-07,1.13E-07
45037.5,4.88E-07,7.19E-07,1.32E-07,1.00E-07,1.02E-07,1.33E-07,5.08E-07,1.50E-07
45081.25,4.64E-07,4.74E-07,1.33E-07,1.08E-07,7.94E-08,8.47E-08,4.30E-07,1.49E-07
45100,5.81E-07,4.89E-07,1.01E-07,9.33E-08,7.78E-08,1.25E-07,3.00E-07,1.10E-07
45125,5.54E-07,6.79E-07,9.72E-08,7.31E-08,1.17E-07,1.10E-07,4.30E-07,1.64E-07
45168.75,4.90E-07,2.75E-07,1.20E-07,1.17E-07,9.69E-08,8.25E-08,3.60E-07,1.19E-07
45175,5.47E-07,5.64E-07,1.36E-07,9.32E-08,1.04E-07,1.22E-07,5.93E-07,7.58E-08
45212.5,4.82E-07,4.63E-07,1.34E-07,8.98E-08,1.31E-07,7.77E-08,3.29E-07,3.30E-08
45250,6.22E-07,4.49E-07,1.08E-07,1.21E-07,9.14E-08,7.35E-08,5.15E-07,1.40E-07
45256.25,6.64E-07,6.33E-07,8.46E-08,1.03E-07,8.46E-08,1.01E-07,4.92E-07,8.81E-08
45300,4.20E-07,4.90E-07,1.26E-07,9.58E-08,1.23E-07,9.02E-08,3.66E-07,1.48E-07
45325,4.70E-07,5.73E-07,1.22E-07,1.05E-07,1.14E-07,1.27E-07,4.42E-07,9.14E-08
45343.75,4.49E-07,3.80E-07,1.13E-07,7.64E-08,4.92E-08,1.29E-07,3.29E-07,1.08E-07
45387.5,4.06E-07,3.64E-07,1.58E-07,1.13E-07,9.19E-08,9.55E-08,4.25E-07,1.29E-07
45400,5.05E-07,4.80E-07,1.09E-07,8.70E-08,9.40E-08,1.01E-07,4.40E-07,1.25E-07
45431.25,5.35E-07,6.09E-07,1.46E-07,1.07E-07,6.18E-08,8.73E-08,3.56E-07,1.25E-07
45475,4.79E-07,5.69E-07,1.43E-07,1.17E-07,1.43E-07,1.06E-07,5.04E-07,7.87E-08
45475,3.11E-07,4.76E-07,1.33E-07,1.09E-07,8.60E-08,8.91E-08,5.21E-07,1.45E-07
45518.75,4.72E-07,4.62E-07,1.18E-07,9.17E-08,1.16E-07,9.49E-08,3.67E-07,1.18E-07
45550,3.50E-07,4.79E-07,1.01E-07,1.03E-07,1.16E-07,1.07E-07,5.79E-07,9.82E-08
45562.5,4.99E-07,4.63E-07,1.14E-07,1.09E-07,4.34E-08,9.31E-08,4.79E-07,1.29E-07
45606.25,7.53E-07,4.26E-07,1.18E-07,8.98E-08,8.09E-08,9.70E-08,2.96E-07,1.40E-07
45625,6.19E-07,3.81E-07,1.37E-07,8.43E-08,1.45E-07,9.42E-08,3.40E-07,1.05E-07
45650,4.93E-07,4.63E-07,1.65E-07,9.37E-08,7.84E-08,7.46E-08,3.58E-07,1.22E-07
45693.75,3.01E-07,3.63E-07,1.35E-07,1.56E-07,1.11E-07,1.36E-07,3.35E-07,1.34E-07
45700,5.28E-07,4.92E-07,1.22E-07,1.26E-07,1.01E-07,1.14E-07,4.23E-07,1.37E-07
45737.5,7.31E-07,5.14E-07,1.29E-07,1.38E-07,9.22E-08,1.04E-07,5.35E-07,8.28E-08
45775,6.04E-07,5.55E-07,8.42E-08,1.18E-07,8.52E-08,8.18E-08,4.99E-07,1.24E-07
45781.25,5.92E-07,4.93E-07,1.63E-07,1.07E-07,6.97E-08,9.62E-08,2.58E-07,1.34E-07
45825,5.09E-07,2.78E-07,1.50E-07,1.22E-07,7.86E-08,9.68E-08,2.96E-07,1.04E-07
45850,6.19E-07,4.98E-07,1.17E-07,1.06E-07,1.10E-07,9.62E-08,3.71E-07,1.06E-07
45868.75,6.11E-07,4.59E-07,1.03E-07,1.01E-07,8.36E-08,1.16E-07,3.64E-07,1.00E-07
45912.5,3.81E-07,4.00E-07,1.33E-07,1.22E-07,1.08E-07,1.30E-07,2.43E-07,1.02E-07
45925,3.07E-07,6.02E-07,1.26E-07,9.04E-08,1.09E-07,5.27E-08,5.43E-07,1.08E-07
45956.25,5.47E-07,4.08E-07,1.25E-07,1.25E-07,8.92E-08,1.19E-07,4.17E-07,9.35E-08
46000,5.82E-07,4.07E-07,1.06E-07,1.05E-07,1.23E-07,1.23E-07,2.27E-07,1.15E-07
46000,5.58E-07,6.39E-07,1.51E-07,8.71E-08,1.30E-07,1.08E-07,4.35E-07,1.04E-07
46043.75,5.12E-07,3.81E-07,1.56E-07,9.52E-08,1.34E-07,9.11E-08,4.47E-07,8.51E-08
46075,4.92E-07,6.34E-07,8.65E-08,5.68E-08,6.85E-08,8.78E-08,2.03E-07,1.17E-07
46087.5,2.98E-07,4.02E-07,1.38E-07,8.93E-08,9.48E-08,1.12E-07,4.33E-07,9.04E-08
46131.25,5.98E-07,5.87E-07,6.86E-08,1.33E-07,1.14E-07,8.63E-08,4.88E-07,1.38E-07
46150,5.69E-07,5.72E-07,1.31E-07,1.30E-07,9.85E-08,9.34E-08,4.12E-07,1.68E-07
46175,5.21E-07,4.56E-07,1.19E-07,1.02E-07,1.10E-07,1.19E-07,4.73E-07,1.46E-07
46218.75,6.70E-07,4.34E-07,1.42E-07,8.90E-08,9.50E-08,1.38E-07,5.03E-07,9.52E-08
46225,7.61E-07,5.42E-07,1.25E-07,6.54E-08,9.02E-08,1.20E-07,3.47E-07,1.30E-07
46262.5,6.24E-07,3.76E-07,1.32E-07,8.33E-08,1.04E-07,9.61E-08,4.14E-07,1.39E-07
46300,4.81E-07,3.23E-07,1.77E-07,1.33E-07,1.21E-07,9.23E-08,4.83E-07,1.61E-07
46306.25,7.49E-07,4.57E-07,1.08E-07,1.07E-07,1.03E-07,7.70E-08,3.70E-07,1.06E-07
46350,3.59E-07,4.41E-07,1.15E-07,1.26E-07,1.04E-07,1.45E-07,4.17E-07,1.29E-07
46375,3.44E-07,3.19E-07,1.11E-07,1.31E-07,9.85E-08,1.41E-07,3.90E-07,1.26E-07
46393.75,3.19E-07,5.90E-07,1.35E-07,8.23E-08,9.16E-08,9.53E-08,4.19E-07,1.68E-07
46437.5,4.14E-07,2.47E-07,1.37E-07,8.52E-08,8.69E-08,7.43E-08,3.74E-07,1.41E-07
46450,4.55E-07,3.57E-07,1.36E-07,1.00E-07,1.24E-07,1.23E-07,2.73E-07,1.29E-07
46481.25,6.10E-07,3.13E-07,1.99E-07,8.89E-08,8.19E-08,8.14E-08,3.80E-07,8.82E-08
46525,5.41E-07,3.59E-07,1.35E-07,1.05E-07,1.59E-07,7.50E-08,5.43E-07,1.32E-07
46525,4.33E-07,3.90E-07,1.68E-07,7.79E-08,1.08E-07,1.09E-07,3.64E-07,1.11E-07
46568.75,6.36E-07,5.92E-07,9.43E-08,1.47E-07,1.07E-07,9.06E-08,3.77E-07,1.23E-07
46600,8.27E-07,5.51E-07,1.61E-07,1.14E-07,1.30E-07,1.18E-07,3.52E-07,1.12E-07
46612.5,4.86E-07,5.19E-07,7.54E-08,1.21E-07,1.30E-07,1.11E-07,3.88E-07,1.03E-07
46656.25,5.44E-07,4.57E-07,8.09E-08,1.01E-07,1.39E-07,1.02E-07,3.12E-07,1.31E-07
46675,4.76E-07,3.82E-07,1.31E-07,1.19E-07,1.19E-07,1.07E-07,5.07E-07,1.04E-07
46700,4.63E-07,3.05E-07,1.54E-07,8.50E-08,1.06E-07,6.72E-08,3.78E-07,1.57E-07
46743.75,6.15E-07,5.86E-07,1.44E-07,7.30E-08,8.90E-08,7.42E-08,4.92E-07,1.26E-07
46750,4.93E-07,3.87E-07,1.39E-07,8.45E-08,1.27E-07,1.22E-07,4.97E-07,1.15E-07
46787.5,4.12E-07,5.51E-07,1.44E-07,1.13E-07,9.00E-08,7.16E-08,4.14E-07,1.38E-07
46825,5.70E-07,5.49E-07,1.03E-07,1.09E-07,1.03E-07,7.95E-08,4.05E-07,1.51E-07
46831.25,5.29E-07,4.62E-07,7.00E-08,9.75E-08,8.36E-08,9.79E-08,4.08E-07,1.41E-07
46875,4.61E-07,5.45E-07,1.48E-07,8.65E-08,9.84E-08,1.16E-07,4.25E-07,1.24E-07
46900,4.21E-07,3.59E-07,7.11E-08,1.27E-07,1.27E-07,1.15E-07,4.18E-07,1.31E-07
46918.75,4.82E-07,6.05E-07,1.39E-07,1.14E-07,6.32E-08,1.02E-07,2.83E-07,1.31E-07
46962.5,4.73E-07,7.24E-07,6.67E-08,8.60E-08,9.55E-08,9.26E-08,4.62E-07,7.75E-08
46975,5.39E-07,4.56E-07,1.06E-07,1.00E-07,1.11E-07,1.16E-07,3.75E-07,1.08E-07
47006.25,5.61E-07,4.60E-07,7.74E-08,7.61E-08,7.22E-08,8.28E-08,3.35E-07,1.29E-07
47050,5.68E-07,5.34E-07,1.60E-07,7.37E-08,1.09E-07,1.07E-07,2.04E-07,1.43E-07
47050,8.24E-07,4.56E-07,1.18E-07,1.10E-07,9.58E-08,1.24E-07,3.58E-07,1.68E-07
47093.75,5.57E-07,6.24E-07,1.08E-07,1.20E-07,1.24E-07,7.51E-08,4.18E-07,1.04E-07
47125,4.22E-07,6.40E-07,1.22E-07,1.40E-07,8.11E-08,1.39E-07,4.66E-07,1.28E-07
47137.5,6.22E-07,4.03E-07,2.04E-07,1.01E-07,9.67E-08,6.62E-08,2.81E-07,1.28E-07
47181.25,3.81E-07,5.85E-07,1.48E-07,9.47E-08,1.13E-07,1.10E-07,3.82E-07,1.22E-07
47200,5.98E-07,3.00E-07,1.62E-07,6.86E-08,6.32E-08,1.22E-07,4.01E-07,1.07E-07
47225,5.08E-07,5.76E-07,1.08E-07,1.52E-07,7.85E-08,1.18E-07,4.52E-07,1.04E-07
47268.75,4.96E-07,5.14E-07,1.53E-07,8.71E-08,7.61E-08,1.07E-07,3.48E-07,1.25E-07
47275,4.61E-07,4.62E-07,1.14E-07,8.43E-08,6.92E-08,7.92E-08,4.67E-07,8.02E-08
47312.5,5.03E-07,7.55E-07,9.87E-08,1.18E-07,7.01E-08,1.07E-07,4.28E-07,9.07E-08
47350,5.76E-07,6.77E-07,9.55E-08,1.01E-07,9.65E-08,1.21E-07,4.09E-07,1.66E-07
47356.25,4.57E-07,5.16E-07,1.44E-07,9.08E-08,9.63E-08,1.31E-07,3.74E-07,1.68E-07
47400,5.91E-07,7.04E-07,1.16E-07,8.66E-08,7.77E-08,9.77E-08,3.55E-07,1.48E-07
47425,5.05E-07,4.95E-07,1.02E-07,1.58E-07,1.10E-07,9.84E-08,3.56E-07,1.30E-07
47443.75,5.21E-07,4.64E-07,1.51E-07,9.37E-08,7.68E-08,8.29E-08,3.34E-07,1.30E-07
47487.5,4.12E-07,4.76E-07,9.12E-08,9.44E-08,9.17E-08,7.68E-08,3.91E-07,1.32E-07
47500,4.00E-07,5.32E-07,1.31E-07,1.17E-07,1.09E-07,1.17E-07,3.59E-07,1.25E-07
47531.25,7.78E-07,4.24E-07,1.19E-07,1.01E-07,9.26E-08,7.48E-08,4.30E-07,1.32E-07
47575,6.48E-07,4.13E-07,1.62E-07,1.21E-07,1.05E-07,1.20E-07,2.35E-07,9.95E-08
47575,5.05E-07,5.97E-07,6.82E-08,9.20E-08,9.84E-08,1.00E-07,2.55E-07,1.08E-07
47618.75,4.34E-07,4.37E-07,1.76E-07,1.17E-07,1.10E-07,1.57E-07,3.68E-07,1.13E-07
47650,7.05E-07,6.02E-07,1.14E-07,1.03E-07,1.43E-07,9.42E-08,3.64E-07,1.17E-07
47662.5,3.95E-07,5.34E-07,1.16E-07,1.21E-07,1.50E-07,1.27E-07,3.41E-07,1.54E-07
47706.25,6.69E-07,6.11E-07,1.01E-07,9.20E-08,5.70E-08,1.50E-07,3.04E-07,8.44E-08
47725,5.50E-07,3.61E-07,1.12E-07,9.59E-08,1.12E-07,1.17E-07,2.52E-07,1.04E-07
47750,4.34E-07,5.55E-07,1.48E-07,7.24E-08,1.29E-07,1.17E-07,7.81E-07,7.35E-08
47793.75,4.16E-07,5.55E-07,9.25E-08,1.13E-07,8.33E-08,1.03E-07,3.59E-07,1.25E-07
47800,5.71E-07,5.17E-07,1.29E-07,9.76E-08,9.62E-08,7.39E-08,3.52E-07,9.95E-08
47837.5,3.47E-07,6.16E-07,6.29E-08,1.12E-07,8.67E-08,1.02E-07,3.63E-07,1.10E-07
47875,4.82E-07,4.98E-07,1.51E-07,1.16E-07,8.25E-08,1.12E-07,7.10E-07,1.03E-07
47881.25,5.48E-07,5.92E-07,1.36E-07,1.31E-07,1.03E-07,8.96E-08,3.67E-07,1.46E-07
47925,5.12E-07,5.38E-07,1.39E-07,1.24E-07,7.54E-08,1.05E-07,5.28E-07,9.44E-08
47950,6.09E-07,3.58E-07,1.17E-07,1.09E-07,1.10E-07,1.06E-07,4.69E-07,1.16E-07
47968.75,4.37E-07,6.10E-07,9.56E-08,6.01E-08,1.03E-07,7.67E-08,5.74E-07,1.14E-07
48012.5,2.22E-07,2.18E-07,1.14E-07,5.44E-08,1.35E-07,1.25E-07,4.78E-07,1.09E-07
48025,4.82E-07,5.54E-07,1.15E-07,8.32E-08,1.26E-07,1.27E-07,6.56E-07,1.28E-07
48056.25,3.60E-07,4.97E-07,1.27E-07,1.30E-07,1.14E-07,1.02E-07,2.82E-07,9.87E-08
48100,3.61E-07,5.27E-07,1.40E-07,1.03E-07,1.35E-07,1.07E-07,5.64E-07,1.46E-07
48100,4.18E-07,2.62E-07,1.26E-07,1.25E-07,7.74E-08,8.84E-08,7.48E-07,1.15E-07
48143.75,5.92E-07,2.52E-07,1.01E-07,6.78E-08,1.38E-07,6.41E-08,5.45E-07,1.34E-07
48175,8.05E-07,6.37E-07,1.61E-07,1.06E-07,9.87E-08,8.16E-08,4.59E-07,9.28E-08
48187.5,8.95E-07,3.53E-07,1.21E-07,1.02E-07,9.93E-08,9.84E-08,4.85E-07,1.56E-07
48231.25,5.00E-07,5.26E-07,8.49E-08,1.00E-07,8.43E-08,1.10E-07,4.42E-07,1.53E-07
48250,8.03E-07,4.41E-07,1.04E-07,8.08E-08,9.57E-08,6.91E-08,6.71E-07,1.19E-07
48275,5.43E-07,4.61E-07,1.21E-07,1.34E-07,1.07E-07,1.56E-07,4.68E-07,6.31E-08
48318.75,2.88E-07,4.02E-07,1.26E-07,9.27E-08,1.26E-07,1.41E-07,4.03E-07,8.55E-08
48325,5.62E-07,6.17E-07,1.06E-07,9.27E-08,1.05E-07,1.20E-07,3.48E-07,1.04E-07
48362.5,2.76E-07,3.76E-07,1.18E-07,1.09E-07,1.44E-07,8.48E-08,4.10E-07,1.13E-07
48400,4.43E-07,7.71E-07,1.85E-07,8.58E-08,8.46E-08,1.31E-07,3.78E-07,1.17E-07
48406.25,3.75E-07,4.27E-07,1.96E-07,1.02E-07,1.38E-07,1.20E-07,3.30E-07,7.98E-08
48450,2.29E-07,5.76E-07,8.50E-08,9.77E-08,9.10E-08,1.01E-07,2.37E-07,1.19E-07
48475,5.13E-07,4.77E-07,1.14E-07,1.01E-07,7.22E-08,1.15E-07,5.01E-07,1.25E-07
48493.75,5.80E-07,6.16E-07,7.24E-08,9.88E-08,1.00E-07,6.26E-08,1.89E-07,9.51E-08
48537.5,6.79E-07,3.81E-07,6.12E-08,7.41E-08,1.10E-07,6.70E-08,3.48E-07,1.42E-07
48550,5.16E-07,5.45E-07,1.67E-07,1.02E-07,1.09E-07,9.00E-08,4.92E-07,1.80E-07
48581.25,4.70E-07,5.74E-07,1.36E-07,7.94E-08,8.50E-08,1.06E-07,1.96E-07,1.18E-07
48625,6.23E-07,5.26E-07,1.16E-07,1.20E-07,7.21E-08,7.82E-08,4.31E-07,1.41E-07
48625,5.41E-07,3.61E-07,6.77E-08,7.36E-08,1.25E-07,8.48E-08,2.91E-07,1.43E-07
48668.75,4.71E-07,4.93E-07,1.09E-07,7.93E-08,1.16E-07,1.15E-07,3.28E-07,1.18E-07
48700,6.56E-07,4.64E-07,1.44E-07,8.37E-08,7.01E-08,8.56E-08,5.34E-07,1.04E-07
48712.5,5.44E-07,5.31E-07,1.62E-07,8.34E-08,9.56E-08,1.10E-07,3.87E-07,9.74E-08
48756.25,7.73E-07,4.59E-07,1.40E-07,1.25E-07,1.14E-07,1.30E-07,3.21E-07,1.50E-07
48775,5.49E-07,4.55E-07,7.71E-08,8.21E-08,9.49E-08,1.01E-07,3.22E-07,1.05E-07
48800,8.50E-07,4.46E-07,8.40E-08,1.10E-07,7.06E-08,9.38E-08,4.28E-07,1.03E-07
48843.75,3.85E-07,5.25E-07,1.33E-07,9.90E-08,9.81E-08,1.35E-07,3.28E-07,1.15E-07
48850,4.29E-07,4.49E-07,1.33E-07,1.01E-07,9.38E-08,1.12E-07,3.19E-07,1.17E-07
48887.5,4.07E-07,4.21E-07,1.07E-07,9.61E-08,1.26E-07,1.24E-07,2.71E-07,1.33E-07
48925,3.10E-07,4.43E-07,1.28E-07,1.21E-07,1.36E-07,6.94E-08,3.16E-07,1.51E-07
48931.25,4.54E-07,4.45E-07,1.34E-07,8.28E-08,6.59E-08,9.21E-08,3.08E-07,9.49E-08
48975,4.02E-07,3.90E-07,1.23E-07,9.48E-08,9.15E-08,1.38E-07,3.31E-07,1.11E-07
49000,6.89E-07,4.46E-07,1.51E-07,9.30E-08,1.06E-07,8.63E-08,2.98E-07,9.17E-08
49018.75,4.41E-07,3.91E-07,1.43E-07,5.70E-08,1.30E-07,1.54E-07,4.06E-07,7.71E-08
49062.5,5.47E-07,6.56E-07,7.11E-08,7.59E-08,7.56E-08,8.37E-08,2.99E-07,1.47E-07
