Hz,Rfb reduced 1.2k,Rfb reduced 1.2k bis,all grounded,braid grounded 1 side,braid grounded 1 side bis,braid grounded 1 side ter,braid grounded 1 side ext. Power supply,Rfb back to 3k
465250,3.38E-08,3.13E-08,1.05E-07,2.67E-08,3.34E-08,2.25E-08,6.50E-08,6.40E-08
465687.5,4.21E-08,2.41E-08,1.33E-07,2.38E-08,2.16E-08,2.59E-08,1.32E-07,3.61E-08
466125,3.38E-08,3.13E-08,7.63E-08,3.03E-08,2.40E-08,2.25E-08,4.41E-07,4.68E-08
466562.5,3.00E-08,2.79E-08,7.48E-08,2.40E-08,2.91E-08,2.45E-08,8.83E-08,5.55E-08
467000,3.91E-08,3.91E-08,7.32E-08,2.45E-08,2.16E-08,2.85E-08,7.93E-08,5.44E-08
467437.5,2.65E-08,2.98E-08,1.00E-07,2.28E-08,3.14E-08,2.28E-08,1.85E-07,6.12E-08
467875,2.39E-08,3.48E-08,7.33E-08,2.95E-08,1.58E-08,2.49E-08,2.69E-07,5.40E-08
468312.5,3.07E-08,2.34E-08,9.41E-08,2.76E-08,2.50E-08,2.55E-08,1.84E-07,5.91E-08
468750,3.43E-08,3.55E-08,9.56E-08,2.16E-08,1.74E-08,2.25E-08,8.13E-08,5.86E-08
469187.5,3.29E-08,3.99E-08,1.17E-07,2.19E-08,3.07E-08,2.34E-08,6.32E-08,3.51E-08
469625,2.50E-08,3.26E-08,8.89E-08,2.55E-08,2.10E-08,2.61E-08,2.61E-07,4.32E-08
470062.5,3.42E-08,2.93E-08,1.02E-07,2.60E-08,2.06E-08,2.47E-08,1.44E-07,7.17E-08
470500,2.38E-08,3.46E-08,7.82E-08,2.31E-08,2.42E-08,3.10E-08,4.21E-08,6.28E-08
470937.5,2.81E-08,3.16E-08,9.42E-08,2.78E-08,2.46E-08,1.51E-08,6.04E-08,6.81E-08
471375,3.23E-08,2.80E-08,1.23E-07,2.54E-08,2.48E-08,3.24E-08,4.56E-08,5.19E-08
471812.5,2.96E-08,3.91E-08,1.09E-07,3.20E-08,1.77E-08,2.12E-08,1.49E-07,5.66E-08
472250,3.21E-08,3.55E-08,1.18E-07,2.50E-08,2.23E-08,2.18E-08,2.80E-07,4.41E-08
472687.5,3.74E-08,2.57E-08,7.33E-08,2.68E-08,2.94E-08,2.71E-08,7.14E-08,5.47E-08
473125,3.20E-08,2.83E-08,8.58E-08,2.49E-08,1.92E-08,2.63E-08,9.36E-08,5.42E-08
473562.5,3.84E-08,2.19E-08,9.01E-08,2.28E-08,2.57E-08,2.42E-08,3.42E-07,4.00E-08
474000,2.85E-08,2.10E-08,9.46E-08,2.25E-08,2.10E-08,2.46E-08,2.16E-07,7.82E-08
474437.5,3.15E-08,2.54E-08,8.96E-08,2.46E-08,2.23E-08,2.42E-08,3.01E-07,6.54E-08
474875,3.81E-08,2.91E-08,7.12E-08,2.66E-08,2.29E-08,2.22E-08,8.26E-08,5.32E-08
475312.5,3.27E-08,3.23E-08,8.69E-08,2.45E-08,2.72E-08,2.49E-08,5.24E-08,4.76E-08
475750,3.83E-08,3.74E-08,9.32E-08,2.24E-08,2.38E-08,2.49E-08,2.90E-07,5.79E-08
476187.5,3.58E-08,1.72E-08,1.10E-07,2.61E-08,2.11E-08,2.96E-08,8.99E-08,4.98E-08
476625,2.79E-08,2.47E-08,9.81E-08,2.61E-08,2.05E-08,2.64E-08,4.88E-08,6.30E-08
477062.5,2.74E-08,3.37E-08,8.10E-08,1.66E-08,1.69E-08,2.46E-08,6.03E-08,5.44E-08
477500,3.07E-08,2.74E-08,9.81E-08,2.05E-08,2.18E-08,2.72E-08,5.03E-08,6.51E-08
477937.5,2.95E-08,2.51E-08,1.11E-07,2.66E-08,3.18E-08,2.17E-08,3.67E-07,5.62E-08
478375,3.38E-08,2.44E-08,1.02E-07,2.23E-08,2.51E-08,1.74E-08,1.25E-07,5.11E-08
478812.5,2.89E-08,4.10E-08,9.90E-08,2.26E-08,2.90E-08,2.21E-08,9.41E-08,4.83E-08
479250,3.44E-08,3.66E-08,8.64E-08,1.96E-08,2.62E-08,2.52E-08,1.42E-07,5.66E-08
479687.5,2.35E-08,2.53E-08,1.10E-07,2.25E-08,1.97E-08,2.50E-08,3.36E-07,4.72E-08
480125,2.80E-08,2.73E-08,1.23E-07,2.13E-08,2.64E-08,1.79E-08,2.53E-07,5.11E-08
480562.5,3.83E-08,2.55E-08,8.17E-08,1.99E-08,2.16E-08,2.23E-08,1.22E-07,6.29E-08
481000,3.18E-08,3.32E-08,1.03E-07,2.35E-08,2.67E-08,2.91E-08,5.37E-08,4.99E-08
481437.5,4.11E-08,2.66E-08,8.08E-08,2.25E-08,2.27E-08,1.96E-08,9.51E-08,5.88E-08
481875,3.42E-08,3.18E-08,9.18E-08,2.28E-08,2.81E-08,2.06E-08,2.86E-07,4.56E-08
482312.5,2.98E-08,2.85E-08,1.05E-07,2.01E-08,2.53E-08,2.65E-08,4.79E-08,5.38E-08
482750,3.22E-08,2.88E-08,1.16E-07,1.93E-08,2.66E-08,2.37E-08,5.52E-08,5.75E-08
483187.5,3.06E-08,2.41E-08,1.03E-07,1.75E-08,2.58E-08,1.85E-08,5.62E-08,5.25E-08
483625,3.77E-08,3.67E-08,9.59E-08,2.80E-08,2.15E-08,2.22E-08,5.56E-08,5.63E-08
484062.5,2.21E-08,2.99E-08,1.27E-07,2.40E-08,2.85E-08,2.42E-08,4.14E-07,3.83E-08
484500,3.47E-08,2.49E-08,1.11E-07,1.89E-08,2.46E-08,2.37E-08,7.41E-08,4.10E-08
484937.5,3.12E-08,3.78E-08,8.47E-08,2.68E-08,1.80E-08,2.27E-08,6.96E-08,5.46E-08
485375,2.13E-08,2.04E-08,1.02E-07,2.69E-08,2.46E-08,2.03E-08,1.64E-07,4.24E-08
485812.5,3.53E-08,1.85E-08,8.50E-08,1.83E-08,2.53E-08,2.52E-08,4.40E-07,4.91E-08
486250,3.26E-08,3.66E-08,7.69E-08,1.82E-08,2.09E-08,2.83E-08,4.27E-07,4.52E-08
486687.5,3.27E-08,2.09E-08,1.03E-07,2.50E-08,2.17E-08,2.47E-08,1.08E-07,3.53E-08
487125,2.56E-08,2.83E-08,1.24E-07,2.10E-08,2.21E-08,1.81E-08,6.88E-08,4.39E-08
487562.5,3.36E-08,3.01E-08,1.13E-07,2.15E-08,2.01E-08,2.78E-08,1.19E-07,4.79E-08
488000,3.11E-08,4.26E-08,8.26E-08,2.95E-08,2.07E-08,2.15E-08,2.65E-07,3.82E-08
488437.5,3.33E-08,2.91E-08,8.96E-08,2.21E-08,3.74E-08,2.21E-08,5.18E-08,4.53E-08
488875,3.12E-08,2.48E-08,9.35E-08,1.95E-08,2.77E-08,2.41E-08,5.47E-08,3.35E-08
489312.5,3.33E-08,3.33E-08,8.32E-08,2.26E-08,2.21E-08,2.25E-08,5.58E-08,5.81E-08
489750,3.51E-08,2.45E-08,1.10E-07,1.97E-08,2.25E-08,2.83E-08,1.48E-07,5.48E-08
490187.5,4.23E-08,2.95E-08,8.66E-08,1.74E-08,1.92E-08,2.28E-08,2.85E-07,4.79E-08
490625,3.47E-08,2.84E-08,9.61E-08,2.25E-08,2.54E-08,2.68E-08,9.20E-08,5.02E-08
491062.5,3.51E-08,2.56E-08,1.01E-07,2.37E-08,2.42E-08,2.10E-08,1.06E-07,6.38E-08
491500,2.90E-08,2.86E-08,1.24E-07,2.42E-08,2.20E-08,2.53E-08,2.37E-07,5.53E-08
491937.5,2.20E-08,2.71E-08,1.00E-07,2.07E-08,2.18E-08,2.24E-08,3.25E-07,4.41E-08
492375,3.31E-08,2.51E-08,1.11E-07,2.23E-08,2.31E-08,2.05E-08,2.55E-07,6.18E-08
492812.5,2.37E-08,2.28E-08,1.08E-07,2.02E-08,2.00E-08,1.99E-08,1.05E-07,5.45E-08
493250,2.79E-08,4.04E-08,1.06E-07,2.24E-08,1.91E-08,1.67E-08,7.93E-08,4.26E-08
493687.5,2.88E-08,3.17E-08,9.01E-08,1.97E-08,1.94E-08,1.86E-08,1.86E-07,5.48E-08
494125,4.25E-08,2.89E-08,7.44E-08,2.20E-08,2.37E-08,2.44E-08,1.90E-07,3.99E-08
494562.5,3.79E-08,2.66E-08,8.89E-08,2.48E-08,1.90E-08,2.18E-08,4.36E-08,6.74E-08
495000,2.93E-08,3.03E-08,9.90E-08,2.24E-08,2.10E-08,1.95E-08,4.84E-08,5.81E-08
495437.5,4.46E-08,2.26E-08,1.08E-07,2.22E-08,1.78E-08,2.55E-08,7.70E-08,5.03E-08
495875,3.76E-08,3.54E-08,7.63E-08,2.05E-08,2.27E-08,2.23E-08,3.14E-07,5.48E-08
496312.5,2.07E-08,3.09E-08,1.07E-07,2.06E-08,2.76E-08,2.07E-08,1.23E-07,6.44E-08
496750,3.25E-08,3.09E-08,1.09E-07,2.11E-08,1.87E-08,1.75E-08,8.11E-08,5.33E-08
497187.5,2.32E-08,2.59E-08,8.60E-08,2.16E-08,1.67E-08,2.48E-08,1.27E-07,4.98E-08
497625,3.20E-08,3.04E-08,9.43E-08,2.23E-08,1.70E-08,1.87E-08,3.22E-07,3.81E-08
498062.5,3.96E-08,3.00E-08,1.12E-07,2.01E-08,1.99E-08,2.22E-08,4.27E-07,5.00E-08
498500,2.78E-08,3.53E-08,9.45E-08,1.80E-08,2.48E-08,2.74E-08,2.02E-07,3.50E-08
498937.5,3.09E-08,2.92E-08,8.21E-08,2.05E-08,1.75E-08,2.32E-08,6.38E-08,5.29E-08
499375,3.13E-08,3.34E-08,7.29E-08,2.13E-08,2.25E-08,2.08E-08,4.99E-08,4.32E-08
499812.5,3.86E-08,4.04E-08,9.35E-08,1.68E-08,2.20E-08,1.91E-08,2.34E-07,5.54E-08
500000,2.93E-08,3.53E-08,8.84E-08,2.09E-08,2.20E-08,2.08E-08,7.51E-08,5.33E-08
500250,3.87E-08,2.74E-08,9.24E-08,2.79E-08,1.81E-08,2.65E-08,1.29E-07,5.75E-08
500687.5,3.17E-08,2.83E-08,8.17E-08,2.88E-08,1.79E-08,2.90E-08,5.73E-08,4.04E-08
501125,3.28E-08,2.82E-08,7.83E-08,1.87E-08,2.23E-08,2.52E-08,5.60E-08,5.28E-08
501562.5,2.47E-08,2.65E-08,6.80E-08,2.52E-08,2.56E-08,2.85E-08,6.62E-08,5.29E-08
502000,3.40E-08,3.27E-08,1.07E-07,2.29E-08,2.31E-08,2.54E-08,2.87E-07,5.40E-08
502437.5,2.94E-08,3.28E-08,9.98E-08,1.82E-08,1.99E-08,2.11E-08,1.01E-07,5.21E-08
502875,2.71E-08,2.92E-08,7.03E-08,3.45E-08,3.18E-08,2.53E-08,1.02E-07,6.06E-08
503312.5,2.65E-08,2.64E-08,1.03E-07,2.35E-08,1.94E-08,2.57E-08,1.84E-07,5.40E-08
503750,2.66E-08,2.47E-08,9.17E-08,2.00E-08,2.05E-08,1.37E-08,2.85E-07,5.13E-08
503750,4.28E-08,2.90E-08,1.41E-07,2.09E-08,2.32E-08,1.91E-08,3.16E-07,6.27E-08
504187.5,3.44E-08,2.61E-08,6.78E-08,2.87E-08,2.81E-08,2.09E-08,2.02E-07,4.55E-08
504625,3.22E-08,2.15E-08,9.25E-08,2.65E-08,1.72E-08,2.65E-08,1.45E-07,6.40E-08
505062.5,2.68E-08,2.26E-08,1.13E-07,2.53E-08,2.51E-08,2.46E-08,1.13E-07,4.62E-08
505500,4.05E-08,2.50E-08,9.81E-08,1.62E-08,2.46E-08,2.28E-08,1.08E-07,4.34E-08
505937.5,2.24E-08,2.42E-08,9.66E-08,1.98E-08,2.83E-08,2.20E-08,2.28E-07,6.46E-08
506375,1.49E-08,3.21E-08,1.01E-07,1.86E-08,2.15E-08,2.63E-08,8.32E-08,5.87E-08
506812.5,3.09E-08,2.71E-08,9.49E-08,1.66E-08,2.19E-08,2.65E-08,6.67E-08,5.35E-08
507250,2.83E-08,2.08E-08,8.43E-08,2.12E-08,2.16E-08,1.72E-08,6.93E-08,5.02E-08
507500,2.25E-08,3.06E-08,1.26E-07,2.66E-08,1.92E-08,2.53E-08,2.44E-07,5.13E-08
507687.5,2.50E-08,2.76E-08,1.17E-07,1.95E-08,2.61E-08,2.13E-08,1.13E-07,3.11E-08
508125,3.43E-08,2.39E-08,7.64E-08,1.82E-08,2.52E-08,2.56E-08,2.28E-07,4.58E-08
508562.5,2.97E-08,2.90E-08,9.17E-08,2.32E-08,1.95E-08,2.30E-08,7.25E-08,4.20E-08
509000,2.78E-08,1.72E-08,9.85E-08,2.19E-08,2.09E-08,2.29E-08,9.15E-08,5.40E-08
509437.5,3.24E-08,2.17E-08,9.12E-08,2.12E-08,2.03E-08,2.23E-08,2.22E-07,4.36E-08
509875,2.82E-08,2.09E-08,8.99E-08,2.33E-08,2.16E-08,2.67E-08,2.14E-07,5.25E-08
510312.5,2.56E-08,3.14E-08,1.13E-07,2.34E-08,2.78E-08,2.50E-08,3.87E-07,5.86E-08
510750,3.59E-08,3.61E-08,8.33E-08,2.09E-08,2.66E-08,2.15E-08,8.73E-08,4.08E-08
511187.5,2.98E-08,3.00E-08,8.65E-08,2.35E-08,2.30E-08,2.37E-08,7.06E-08,4.85E-08
511250,2.47E-08,3.24E-08,7.13E-08,2.33E-08,1.86E-08,2.66E-08,1.55E-07,7.16E-08
511625,1.87E-08,2.95E-08,8.39E-08,1.94E-08,2.24E-08,2.40E-08,1.88E-07,5.51E-08
512062.5,3.40E-08,3.34E-08,7.18E-08,2.84E-08,2.25E-08,2.31E-08,2.29E-07,4.12E-08
512500,3.20E-08,3.15E-08,1.13E-07,2.47E-08,2.29E-08,1.70E-08,7.89E-08,5.04E-08
512937.5,2.45E-08,3.95E-08,8.97E-08,2.22E-08,2.00E-08,1.91E-08,5.63E-08,5.62E-08
513375,3.20E-08,3.52E-08,1.06E-07,2.22E-08,2.01E-08,1.93E-08,8.06E-08,4.41E-08
513812.5,2.85E-08,2.22E-08,9.20E-08,1.95E-08,1.50E-08,2.51E-08,2.44E-07,5.69E-08
514250,3.14E-08,2.39E-08,1.10E-07,1.33E-08,2.51E-08,2.40E-08,1.75E-07,4.64E-08
514687.5,2.88E-08,2.82E-08,9.51E-08,2.35E-08,2.21E-08,1.85E-08,9.72E-08,4.76E-08
515000,4.06E-08,3.96E-08,8.45E-08,1.88E-08,2.64E-08,2.43E-08,1.41E-07,4.68E-08
515125,2.79E-08,2.84E-08,7.87E-08,2.47E-08,1.95E-08,2.80E-08,9.88E-08,5.11E-08
515562.5,2.22E-08,3.39E-08,9.16E-08,1.64E-08,2.51E-08,1.94E-08,3.02E-07,4.21E-08
516000,3.15E-08,2.66E-08,8.92E-08,1.78E-08,2.72E-08,1.92E-08,2.98E-07,4.85E-08
516437.5,2.63E-08,3.28E-08,1.00E-07,2.02E-08,2.35E-08,2.55E-08,2.43E-07,4.31E-08
516875,3.41E-08,2.99E-08,1.24E-07,2.64E-08,2.44E-08,2.83E-08,1.19E-07,4.43E-08
517312.5,2.61E-08,2.36E-08,1.04E-07,1.29E-08,2.03E-08,2.60E-08,8.05E-08,5.90E-08
517750,3.47E-08,2.77E-08,8.20E-08,2.53E-08,2.32E-08,2.70E-08,1.83E-07,5.30E-08
518187.5,2.93E-08,2.73E-08,9.16E-08,2.61E-08,1.76E-08,1.77E-08,2.08E-07,5.68E-08
518625,2.38E-08,3.33E-08,1.08E-07,2.15E-08,2.18E-08,1.94E-08,7.74E-08,3.43E-08
518750,2.71E-08,3.12E-08,9.67E-08,2.33E-08,2.16E-08,2.05E-08,5.55E-08,5.39E-08
519062.5,3.26E-08,2.47E-08,8.06E-08,2.50E-08,1.79E-08,1.86E-08,7.44E-08,5.05E-08
519500,2.64E-08,3.04E-08,9.92E-08,2.12E-08,1.97E-08,2.04E-08,9.26E-08,5.46E-08
519937.5,2.72E-08,3.00E-08,9.18E-08,2.48E-08,2.29E-08,2.17E-08,3.27E-07,5.65E-08
520375,3.31E-08,3.08E-08,9.83E-08,2.29E-08,2.99E-08,2.55E-08,1.26E-07,3.49E-08
520812.5,2.45E-08,2.98E-08,8.87E-08,2.06E-08,2.31E-08,2.30E-08,9.31E-08,4.20E-08
521250,2.98E-08,2.58E-08,1.08E-07,2.50E-08,2.28E-08,1.41E-08,1.87E-07,4.68E-08
521687.5,2.59E-08,2.38E-08,6.10E-08,2.39E-08,2.02E-08,2.59E-08,2.74E-07,4.74E-08
522125,2.93E-08,2.40E-08,9.62E-08,1.69E-08,2.32E-08,1.94E-08,4.21E-07,4.65E-08
522500,3.30E-08,3.54E-08,1.13E-07,1.68E-08,1.86E-08,1.72E-08,1.57E-07,5.22E-08
522562.5,2.73E-08,2.09E-08,9.13E-08,3.42E-08,2.34E-08,2.11E-08,2.85E-07,4.36E-08
523000,2.99E-08,2.61E-08,6.74E-08,2.45E-08,2.00E-08,2.28E-08,1.38E-07,6.60E-08
523437.5,3.35E-08,2.96E-08,6.47E-08,2.34E-08,2.13E-08,2.10E-08,1.29E-07,4.60E-08
523875,3.27E-08,2.83E-08,9.67E-08,1.93E-08,1.73E-08,1.59E-08,2.59E-07,4.09E-08
524312.5,3.90E-08,2.62E-08,8.98E-08,1.65E-08,1.79E-08,2.40E-08,1.65E-07,3.82E-08
524750,4.08E-08,2.87E-08,9.64E-08,1.65E-08,2.24E-08,2.90E-08,1.45E-07,5.21E-08
525187.5,3.43E-08,2.81E-08,7.84E-08,1.87E-08,2.16E-08,2.41E-08,9.66E-08,6.98E-08
525625,3.50E-08,3.19E-08,1.17E-07,2.14E-08,1.93E-08,2.09E-08,1.52E-07,4.93E-08
526062.5,2.27E-08,3.07E-08,9.16E-08,1.81E-08,1.91E-08,2.20E-08,2.76E-07,4.71E-08
526250,2.41E-08,2.95E-08,9.69E-08,2.62E-08,1.56E-08,1.65E-08,1.27E-07,5.61E-08
526500,2.99E-08,2.85E-08,1.07E-07,2.41E-08,1.66E-08,2.23E-08,8.01E-08,5.02E-08
526937.5,3.40E-08,2.54E-08,9.66E-08,2.22E-08,1.97E-08,1.91E-08,1.75E-07,4.50E-08
527375,2.94E-08,2.40E-08,1.21E-07,1.84E-08,2.15E-08,2.13E-08,2.88E-07,5.30E-08
527812.5,2.36E-08,3.85E-08,1.17E-07,2.20E-08,2.03E-08,1.58E-08,3.79E-07,3.81E-08
528250,2.54E-08,2.77E-08,9.38E-08,1.99E-08,2.20E-08,2.67E-08,2.78E-07,4.23E-08
528687.5,3.09E-08,2.11E-08,1.09E-07,1.92E-08,2.79E-08,2.29E-08,1.94E-07,5.47E-08
529125,2.70E-08,2.68E-08,1.08E-07,2.55E-08,2.03E-08,2.48E-08,1.23E-07,5.02E-08
529562.5,3.41E-08,2.29E-08,9.17E-08,3.06E-08,1.72E-08,2.30E-08,1.25E-07,5.47E-08
530000,2.63E-08,2.80E-08,1.09E-07,1.94E-08,1.58E-08,2.34E-08,1.42E-07,4.71E-08
530000,2.50E-08,2.87E-08,1.00E-07,2.23E-08,2.25E-08,2.11E-08,2.67E-07,4.16E-08
530437.5,2.02E-08,2.46E-08,7.64E-08,3.06E-08,2.37E-08,1.80E-08,9.57E-08,4.91E-08
530875,2.38E-08,2.87E-08,9.06E-08,2.56E-08,1.75E-08,1.64E-08,8.32E-08,3.89E-08
531312.5,2.82E-08,3.37E-08,1.01E-07,2.19E-08,1.81E-08,2.21E-08,8.06E-08,5.63E-08
531750,3.59E-08,2.44E-08,7.00E-08,1.99E-08,1.96E-08,2.19E-08,2.76E-07,5.26E-08
532187.5,3.58E-08,3.67E-08,1.09E-07,2.23E-08,2.42E-08,1.89E-08,1.95E-07,5.46E-08
532625,3.26E-08,2.10E-08,9.36E-08,2.12E-08,2.95E-08,1.99E-08,1.03E-07,4.58E-08
533062.5,2.79E-08,2.45E-08,9.91E-08,2.45E-08,2.22E-08,2.15E-08,1.54E-07,4.32E-08
533500,3.22E-08,3.24E-08,1.04E-07,2.06E-08,2.04E-08,2.09E-08,2.71E-07,5.89E-08
533750,2.83E-08,2.10E-08,1.13E-07,2.08E-08,2.67E-08,1.83E-08,3.91E-07,5.32E-08
533937.5,3.21E-08,2.69E-08,1.11E-07,2.46E-08,1.83E-08,2.53E-08,4.38E-07,3.77E-08
534375,2.83E-08,2.95E-08,7.09E-08,2.35E-08,2.32E-08,1.91E-08,2.94E-07,4.43E-08
534812.5,3.09E-08,3.11E-08,7.98E-08,2.43E-08,2.45E-08,1.85E-08,1.42E-07,5.51E-08
535250,3.11E-08,3.69E-08,9.89E-08,2.08E-08,2.25E-08,2.07E-08,7.99E-08,3.20E-08
535687.5,3.23E-08,3.50E-08,8.86E-08,2.21E-08,2.04E-08,2.16E-08,1.03E-07,4.18E-08
536125,2.18E-08,2.99E-08,1.00E-07,2.27E-08,1.83E-08,1.80E-08,2.70E-07,5.46E-08
536562.5,2.62E-08,2.33E-08,7.72E-08,1.96E-08,2.25E-08,2.63E-08,7.85E-08,5.41E-08
537000,3.15E-08,2.93E-08,9.48E-08,2.05E-08,2.31E-08,2.19E-08,7.00E-08,4.10E-08
537437.5,2.93E-08,2.75E-08,1.07E-07,1.61E-08,1.65E-08,2.77E-08,9.38E-08,4.36E-08
537500,3.38E-08,2.60E-08,1.18E-07,2.07E-08,2.24E-08,1.98E-08,3.75E-07,5.08E-08
537875,2.81E-08,2.41E-08,7.78E-08,1.86E-08,1.80E-08,2.27E-08,3.51E-07,3.24E-08
538312.5,3.50E-08,3.55E-08,8.72E-08,1.88E-08,2.38E-08,2.06E-08,1.25E-07,4.46E-08
538750,3.32E-08,3.08E-08,9.83E-08,2.27E-08,2.31E-08,1.42E-08,1.49E-07,6.23E-08
539187.5,3.02E-08,2.98E-08,9.61E-08,2.47E-08,2.51E-08,2.21E-08,2.27E-07,4.06E-08
539625,3.22E-08,3.80E-08,9.65E-08,2.15E-08,1.84E-08,2.09E-08,3.35E-07,5.15E-08
540062.5,2.39E-08,2.53E-08,1.03E-07,1.92E-08,2.07E-08,1.92E-08,3.30E-07,3.97E-08
540500,3.88E-08,2.18E-08,8.56E-08,2.23E-08,1.96E-08,2.16E-08,2.72E-07,4.40E-08
540937.5,2.17E-08,2.42E-08,1.10E-07,1.32E-08,2.09E-08,2.23E-08,1.14E-07,4.70E-08
541250,3.17E-08,3.32E-08,9.01E-08,2.10E-08,2.85E-08,2.32E-08,1.24E-07,4.24E-08
541375,2.52E-08,2.42E-08,7.42E-08,2.33E-08,1.63E-08,1.82E-08,8.75E-08,4.40E-08
541812.5,2.81E-08,2.91E-08,7.66E-08,1.95E-08,3.10E-08,1.98E-08,2.23E-07,4.48E-08
542250,2.71E-08,2.10E-08,8.43E-08,2.16E-08,2.18E-08,2.14E-08,2.31E-07,4.64E-08
542687.5,3.81E-08,2.99E-08,9.49E-08,2.56E-08,2.21E-08,2.19E-08,7.27E-08,4.07E-08
543125,2.87E-08,2.80E-08,1.01E-07,1.89E-08,1.41E-08,2.20E-08,7.26E-08,3.55E-08
543562.5,3.21E-08,1.91E-08,9.15E-08,1.70E-08,2.25E-08,2.35E-08,1.73E-07,4.48E-08
544000,3.36E-08,2.66E-08,1.05E-07,2.50E-08,2.49E-08,2.10E-08,3.44E-07,4.25E-08
544437.5,2.05E-08,2.86E-08,1.04E-07,2.12E-08,1.95E-08,2.43E-08,1.17E-07,3.63E-08
544875,2.96E-08,3.46E-08,1.06E-07,1.89E-08,2.14E-08,2.22E-08,8.31E-08,4.01E-08
545000,3.26E-08,2.20E-08,8.43E-08,1.67E-08,2.15E-08,2.32E-08,1.66E-07,4.35E-08
545312.5,3.83E-08,2.75E-08,9.32E-08,2.17E-08,1.57E-08,2.41E-08,1.86E-07,6.00E-08
545750,3.53E-08,3.20E-08,8.71E-08,2.24E-08,2.22E-08,2.62E-08,3.84E-07,4.59E-08
546187.5,3.05E-08,2.85E-08,8.87E-08,2.36E-08,2.09E-08,2.26E-08,3.82E-07,4.39E-08
546625,2.93E-08,2.43E-08,1.02E-07,2.28E-08,2.18E-08,1.81E-08,2.39E-07,3.94E-08
547062.5,2.82E-08,2.28E-08,8.00E-08,1.59E-08,2.02E-08,2.95E-08,1.36E-07,4.71E-08
547500,3.06E-08,2.77E-08,1.16E-07,1.95E-08,2.10E-08,2.28E-08,9.98E-08,4.14E-08
547937.5,2.76E-08,2.22E-08,9.75E-08,2.22E-08,1.25E-08,1.91E-08,2.64E-07,4.89E-08
548375,3.64E-08,3.58E-08,9.34E-08,2.02E-08,1.33E-08,2.45E-08,1.77E-07,4.91E-08
548750,2.58E-08,2.94E-08,9.84E-08,2.28E-08,2.08E-08,2.25E-08,1.31E-07,4.62E-08
548812.5,3.23E-08,2.49E-08,7.35E-08,1.75E-08,1.84E-08,2.51E-08,6.18E-08,6.00E-08
549250,2.82E-08,3.10E-08,9.76E-08,2.21E-08,1.98E-08,2.61E-08,7.01E-08,3.72E-08
549687.5,4.16E-08,2.62E-08,1.08E-07,1.94E-08,1.91E-08,1.70E-08,3.36E-07,4.93E-08
550125,2.30E-08,4.21E-08,8.85E-08,2.10E-08,2.12E-08,2.05E-08,1.55E-07,4.95E-08
550562.5,3.01E-08,3.18E-08,9.54E-08,1.57E-08,2.42E-08,2.48E-08,1.17E-07,4.08E-08
551000,2.63E-08,2.22E-08,9.01E-08,1.97E-08,2.00E-08,1.46E-08,1.71E-07,3.84E-08
551437.5,2.64E-08,2.62E-08,8.44E-08,1.75E-08,2.49E-08,2.26E-08,2.67E-07,3.19E-08
551875,2.57E-08,3.43E-08,6.97E-08,2.73E-08,2.29E-08,2.08E-08,3.62E-07,4.01E-08
552312.5,2.81E-08,3.31E-08,1.23E-07,2.74E-08,2.34E-08,2.10E-08,4.27E-07,3.94E-08
552500,2.47E-08,3.21E-08,7.67E-08,2.43E-08,1.61E-08,2.02E-08,1.97E-07,4.06E-08
552750,2.39E-08,2.33E-08,9.08E-08,2.30E-08,1.85E-08,2.32E-08,1.80E-07,3.84E-08
553187.5,1.84E-08,2.60E-08,9.17E-08,2.07E-08,1.97E-08,1.63E-08,9.63E-08,5.75E-08
553625,3.72E-08,2.14E-08,7.97E-08,1.40E-08,1.98E-08,1.79E-08,1.28E-07,4.42E-08
554062.5,2.80E-08,3.15E-08,1.07E-07,2.48E-08,2.41E-08,2.23E-08,3.18E-07,3.03E-08
554500,3.39E-08,3.31E-08,8.20E-08,2.23E-08,2.36E-08,1.99E-08,1.06E-07,4.73E-08
554937.5,2.84E-08,3.30E-08,1.02E-07,2.04E-08,1.88E-08,2.19E-08,1.19E-07,4.18E-08
555375,2.58E-08,3.13E-08,9.04E-08,2.37E-08,2.28E-08,2.06E-08,1.45E-07,4.26E-08
555812.5,2.99E-08,3.59E-08,7.09E-08,2.00E-08,2.01E-08,2.23E-08,4.00E-07,3.95E-08
556250,2.51E-08,2.25E-08,1.11E-07,2.56E-08,2.77E-08,1.95E-08,1.40E-07,4.59E-08
556250,2.98E-08,1.88E-08,1.23E-07,2.13E-08,2.24E-08,1.31E-08,1.33E-07,5.13E-08
556687.5,2.70E-08,2.46E-08,1.08E-07,2.43E-08,2.16E-08,1.68E-08,1.56E-07,3.94E-08
557125,2.69E-08,2.18E-08,6.73E-08,2.64E-08,1.89E-08,2.64E-08,9.24E-08,5.09E-08
557562.5,3.35E-08,3.38E-08,7.62E-08,1.54E-08,2.38E-08,1.65E-08,4.84E-07,3.84E-08
558000,2.11E-08,3.80E-08,1.08E-07,2.21E-08,1.93E-08,1.67E-08,2.41E-07,4.00E-08
558437.5,3.38E-08,2.50E-08,1.16E-07,2.28E-08,1.48E-08,1.65E-08,4.38E-07,4.14E-08
558875,3.27E-08,2.82E-08,1.21E-07,1.73E-08,1.83E-08,2.75E-08,2.12E-07,4.37E-08
